county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,white,black,native_american,asian,pacific_islander,multi_race,unknown_race,hispanic,non-hispanic,unknown_ethnicity,total_snap_payments,avg_snap_payment,month,year
STONEWALL,49,102,10,34,36,6,16,76,2,2,2,0,0,20,30,51,21,"$12,208",$249,July,2021
SUTTON,128,319,39,125,113,10,32,220,3,1,0,1,1,93,248,42,29,"$36,997",$289,July,2021
SWISHER,432,1054,120,409,420,36,69,518,139,3,1,6,4,383,566,374,114,"$130,490",$302,July,2021
TARRANT,83481,190841,27729,70729,71813,6461,14109,65684,63224,748,5992,654,2223,52316,57786,111428,21627,"$24,855,683",$298,July,2021
TAYLOR,7003,14844,1866,4810,6512,612,1044,8092,2360,73,72,31,220,3996,5045,8018,1781,"$1,818,851",$260,July,2021
TERRELL,40,66,2,15,24,7,18,46,1,0,0,0,0,19,39,19,8,"$7,277",$182,July,2021
TERRY,807,1863,270,635,729,65,164,1082,101,4,2,7,5,662,1254,375,234,"$232,032",$288,July,2021
THROCKMORTON,55,92,14,15,40,6,17,67,0,1,1,0,0,23,8,70,14,"$10,404",$189,July,2021
TITUS,1656,3606,560,1336,1286,153,271,1709,607,10,6,11,22,1241,1411,1759,436,"$450,628",$272,July,2021
TOM GREEN,5189,11025,1449,3475,4676,475,950,6617,696,37,46,22,90,3517,5946,3917,1162,"$1,358,592",$262,July,2021
TRAVIS,38414,78231,11678,28296,29524,2909,5824,35557,14947,331,1995,177,711,24513,37450,30340,10441,"$10,896,057",$284,July,2021
TRINITY,1322,2493,264,691,1128,173,237,1525,334,9,8,1,23,593,275,1892,326,"$324,467",$245,July,2021
TYLER,1389,2902,310,890,1305,138,259,1873,387,8,2,1,35,596,158,2404,340,"$365,068",$263,July,2021
UPSHUR,2319,4968,611,1600,2134,255,368,3148,571,39,14,5,55,1136,470,3859,639,"$618,847",$267,July,2021
UPTON,124,343,42,148,119,12,22,221,7,7,2,1,4,101,231,79,33,"$42,157",$340,July,2021
UVALDE,2234,5266,748,1708,2040,191,579,3482,33,11,11,23,11,1695,4241,517,508,"$667,296",$299,July,2021
VAL VERDE,3773,9179,1230,3325,3127,235,1262,4991,81,13,2,27,12,4053,7906,448,825,"$1,158,207",$307,July,2021
VAN ZANDT,2488,5355,661,1723,2245,292,434,3697,320,40,28,2,53,1215,730,3942,683,"$657,759",$264,July,2021
VICTORIA,5731,12873,1810,4434,5256,468,905,6670,1095,29,52,38,112,4877,7957,3366,1550,"$1,650,008",$288,July,2021
WALKER,2991,6052,791,1934,2626,244,457,2455,1966,27,31,7,67,1499,1028,4237,787,"$792,284",$265,July,2021
WALLER,2228,5042,696,1987,1810,183,366,2061,1372,13,21,2,33,1540,1969,2447,626,"$627,794",$282,July,2021
WARD,540,1196,162,414,473,38,109,735,103,5,2,2,18,331,685,407,104,"$153,419",$284,July,2021
WASHINGTON,1410,2979,382,1070,1125,129,273,1049,970,5,24,1,22,908,630,1844,505,"$362,341",$257,July,2021
WEBB,24303,62558,9304,25599,20599,1343,5713,36786,157,70,85,79,29,25352,55318,1124,6116,"$8,488,826",$349,July,2021
WHARTON,2496,5852,886,2124,2226,218,398,2462,1218,19,8,9,36,2100,2982,2097,773,"$754,104",$302,July,2021
WHEELER,184,457,60,168,177,23,29,272,33,2,4,0,4,142,143,240,74,"$53,028",$288,July,2021
WICHITA,7787,16053,2103,5015,7041,796,1098,8253,2779,123,82,24,326,4466,3843,10227,1983,"$1,970,730",$253,July,2021
WILBARGER,862,1792,198,569,787,83,155,929,251,10,87,3,14,498,555,1025,212,"$209,907",$244,July,2021
WILLACY,2130,4703,589,1573,1723,161,657,2857,28,2,7,9,8,1792,4133,170,400,"$568,041",$267,July,2021
WILLIAMSON,10442,24386,3551,8883,9263,681,2008,12471,4281,125,618,57,432,6402,9258,11988,3140,"$3,106,239",$297,July,2021
WILSON,1626,3676,489,1253,1517,130,287,2309,111,20,14,7,14,1201,2067,1184,425,"$469,294",$289,July,2021
WINKLER,294,715,89,265,267,23,71,488,6,6,1,0,4,210,479,166,70,"$88,010",$299,July,2021
WISE,1982,4576,614,1596,1864,184,318,3214,119,33,29,13,33,1135,1039,2938,599,"$569,904",$288,July,2021
WOOD,1999,4043,456,1218,1718,252,399,2835,212,18,12,1,28,937,509,3036,498,"$476,784",$239,July,2021
YOAKUM,285,659,93,238,254,21,53,388,10,4,1,1,4,251,456,123,80,"$84,467",$296,July,2021
YOUNG,833,1680,171,540,722,94,153,1196,44,10,4,2,12,412,291,1169,220,"$189,974",$228,July,2021
ZAPATA,1632,4109,572,1606,1382,119,430,2318,11,6,2,8,0,1764,3627,85,397,"$548,354",$336,July,2021
ZAVALA,1493,3308,381,1107,1292,125,403,1760,35,7,5,17,7,1477,2887,141,280,"$409,674",$274,July,2021
CALL CENTERS,1156,2626,346,1174,932,56,118,1281,396,10,88,11,26,814,1237,1077,312,"$159,153",$138,July,2021
State Total,1426899,3171152,447266,1146454,1188888,113384,275160,1461262,631391,10576,48520,6744,23805,988854,1542641,1277571,350940,"$416,577,527",$292,July,2021
ANDERSON,3034,6276,824,1959,2690,302,501,3053,1512,39,29,10,65,1568,955,4519,802,"$817,509",$269,August,2021
ANDREWS,657,1636,226,631,636,44,99,1082,60,12,0,0,3,479,1068,390,178,"$210,999",$321,August,2021
ANGELINA,5629,12435,1710,4316,5050,475,884,5641,3049,27,41,12,107,3558,2556,8326,1553,"$1,554,194",$276,August,2021
ARANSAS,1595,3140,365,854,1415,219,287,2136,86,14,30,6,16,852,1218,1555,367,"$408,615",$256,August,2021
ARCHER,246,456,45,134,209,27,41,332,10,4,3,2,8,97,59,331,66,"$57,528",$234,August,2021
ARMSTRONG,38,83,12,27,32,2,10,55,3,0,3,0,1,21,23,51,9,"$9,243",$243,August,2021
ATASCOSA,3406,8170,1197,2836,3219,287,631,5062,122,35,21,26,31,2873,5785,1490,895,"$1,076,570",$316,August,2021
AUSTIN,1151,2539,371,894,948,95,231,1157,556,10,6,3,31,776,923,1300,316,"$329,323",$286,August,2021
BAILEY,293,766,118,325,222,22,79,416,17,2,2,2,0,327,552,109,105,"$87,309",$298,August,2021
BANDERA,858,1749,228,509,741,87,184,1243,32,14,6,6,15,433,470,1036,243,"$227,916",$266,August,2021
BASTROP,4194,9631,1480,3795,3361,373,622,5564,1004,45,33,23,96,2866,4678,3633,1320,"$1,320,954",$315,August,2021
BAYLOR,246,479,57,137,208,31,46,349,21,1,0,2,0,106,99,312,68,"$54,927",$223,August,2021
BEE,2211,4914,637,1595,2069,180,433,3161,141,14,10,17,20,1551,3649,781,484,"$625,939",$283,August,2021
BELL,19800,45828,6509,16293,18955,1600,2471,16060,15792,207,450,499,1113,11707,11685,28333,5810,"$5,919,966",$299,August,2021
BEXAR,112872,252600,34544,87604,100329,9472,20651,128689,26301,790,2964,687,1760,91409,172067,54436,26097,"$33,626,960",$298,August,2021
BLANCO,231,440,61,114,171,26,68,304,10,4,0,0,7,115,135,242,63,"$53,447",$231,August,2021
BORDEN,19,40,5,15,16,1,3,20,3,1,0,0,1,15,17,15,8,"$5,660",$298,August,2021
BOSQUE,776,1696,207,557,681,87,164,1099,81,5,5,1,20,485,442,1015,239,"$210,739",$272,August,2021
BOWIE,6359,13761,1928,4657,5689,592,895,4559,5695,48,50,7,200,3202,715,11461,1585,"$1,762,061",$277,August,2021
BRAZORIA,13355,30516,4411,11031,11763,1037,2274,15108,5535,107,555,47,322,8842,11901,15000,3615,"$4,030,443",$302,August,2021
BRAZOS,8133,18304,2928,6668,7142,547,1019,6830,5537,70,125,19,243,5480,5911,9769,2624,"$2,431,706",$299,August,2021
BREWSTER,350,633,73,162,242,46,110,368,34,3,5,5,1,217,377,186,70,"$76,342",$218,August,2021
BRISCOE,55,119,12,37,44,7,19,77,4,3,0,0,0,35,55,46,18,"$12,618",$229,August,2021
BROOKS,1057,2275,251,746,937,109,232,1263,8,4,2,3,2,993,1966,85,224,"$298,002",$282,August,2021
BROWN,2192,4513,522,1347,1996,214,434,3046,230,13,15,7,36,1166,1124,2798,591,"$546,640",$249,August,2021
BURLESON,1003,2087,260,690,867,101,169,1103,414,7,5,2,25,531,456,1327,304,"$270,273",$269,August,2021
BURNET,1478,3150,424,1010,1238,166,312,2157,100,17,18,3,33,822,1055,1638,457,"$388,348",$263,August,2021
CALDWELL,2253,5312,820,1993,1907,200,392,3183,378,16,6,10,38,1681,3205,1427,680,"$697,856",$310,August,2021
CALHOUN,1199,2522,345,796,1053,112,216,1455,85,6,84,3,7,882,1470,773,279,"$328,014",$274,August,2021
CALLAHAN,646,1424,175,437,623,71,118,1050,55,7,4,6,14,288,198,1064,162,"$176,683",$274,August,2021
CAMERON,39869,94417,12713,35844,31915,2708,11237,61022,411,130,128,113,79,32534,83347,3067,8003,"$12,219,741",$306,August,2021
CAMP,893,1965,263,704,766,94,138,846,533,2,2,5,26,551,434,1247,284,"$248,016",$278,August,2021
CARSON,131,289,29,101,119,14,26,219,3,1,0,0,0,66,31,217,41,"$36,648",$280,August,2021
CASS,2188,4456,558,1359,1908,248,383,2179,1228,22,11,2,64,950,200,3699,557,"$563,390",$257,August,2021
CASTRO,331,811,96,325,277,31,82,508,11,3,3,2,0,284,649,81,81,"$94,363",$285,August,2021
CHAMBERS,1523,3541,546,1248,1390,144,213,2050,531,7,17,4,43,889,1014,2121,406,"$461,956",$303,August,2021
CHEROKEE,3023,6846,1007,2416,2689,268,466,3626,1410,27,6,2,79,1696,1520,4550,776,"$867,884",$287,August,2021
CHILDRESS,362,772,87,249,315,36,85,421,52,3,6,1,1,288,268,384,120,"$88,926",$246,August,2021
CLAY,377,799,89,242,372,37,59,611,19,3,1,0,21,144,74,633,92,"$96,640",$256,August,2021
COCHRAN,207,472,52,159,177,22,62,251,18,1,1,4,0,197,333,88,51,"$57,414",$277,August,2021
COKE,138,305,38,95,139,13,20,233,1,3,2,0,0,66,107,166,32,"$36,840",$267,August,2021
COLEMAN,505,1016,126,273,453,58,106,739,45,2,2,1,9,218,202,692,122,"$115,795",$229,August,2021
COLLIN,17235,38517,5333,13982,13646,974,4582,13885,11301,199,2319,102,689,10022,9233,24132,5152,"$5,034,976",$292,August,2021
COLLINGSWORTH,165,376,40,136,155,11,34,200,30,3,2,0,2,139,216,125,35,"$47,553",$288,August,2021
COLORADO,941,2016,283,696,730,105,202,813,510,6,7,2,21,657,739,1016,261,"$249,712",$265,August,2021
COMAL,3587,8078,1112,2729,3262,293,682,5239,353,32,41,31,81,2301,3632,3524,922,"$1,016,731",$283,August,2021
COMANCHE,697,1518,184,476,609,83,166,985,25,5,4,0,5,494,595,727,196,"$174,284",$250,August,2021
CONCHO,125,292,42,94,103,16,37,179,7,0,2,1,3,100,142,118,32,"$33,620",$269,August,2021
COOKE,1647,3767,573,1383,1371,165,275,2306,306,15,25,5,36,1074,1008,2254,505,"$486,882",$296,August,2021
CORYELL,3206,7505,1064,2544,3207,284,406,3862,1467,56,60,134,209,1717,1597,4875,1033,"$923,310",$288,August,2021
COTTLE,84,173,21,46,72,10,24,85,32,0,1,2,1,52,71,80,22,"$19,032",$227,August,2021
CRANE,160,409,69,155,144,15,26,242,16,0,2,1,2,146,265,100,44,"$52,190",$326,August,2021
CROCKETT,122,283,29,106,113,6,29,193,5,0,0,1,0,84,209,52,22,"$35,477",$291,August,2021
CROSBY,417,1054,134,392,408,40,80,591,39,2,1,1,3,417,734,196,124,"$129,452",$310,August,2021
CULBERSON,165,348,52,101,114,14,67,214,3,6,1,1,3,120,252,54,42,"$43,005",$261,August,2021
DALLAM,182,411,76,141,146,15,33,274,10,12,0,0,2,113,225,137,49,"$49,175",$270,August,2021
DALLAS,139050,295566,43873,110040,107471,11148,23034,83562,111209,984,6449,346,2174,90842,105695,155426,34445,"$39,912,471",$287,August,2021
DAWSON,819,1906,272,648,732,83,171,1173,80,2,1,6,8,636,1456,266,184,"$246,951",$302,August,2021
DEAF SMITH,922,2273,401,831,753,87,201,1280,51,12,6,4,11,909,1751,225,297,"$289,066",$314,August,2021
DELTA,312,672,91,212,286,22,61,426,90,4,1,1,10,140,82,510,80,"$78,374",$251,August,2021
DENTON,16503,37649,5535,14053,14072,976,3013,14264,11609,183,1390,56,619,9528,10087,23101,4461,"$4,918,761",$298,August,2021
DEWITT,1273,2812,339,977,1110,135,251,1540,352,8,5,10,46,851,1423,1057,332,"$352,870",$277,August,2021
DICKENS,123,234,21,65,93,20,35,151,7,1,0,0,2,73,108,94,32,"$24,876",$202,August,2021
DIMMIT,1084,2492,310,871,920,99,292,1376,11,2,3,60,2,1038,2111,106,275,"$319,219",$294,August,2021
DONLEY,152,316,36,90,132,16,42,183,41,3,0,1,5,83,42,213,61,"$40,947",$269,August,2021
DUVAL,1374,2929,332,936,1209,132,320,1752,10,2,2,5,0,1158,2500,149,280,"$368,012",$268,August,2021
EASTLAND,1059,2190,267,586,991,121,225,1586,50,15,14,4,17,504,364,1549,277,"$262,510",$248,August,2021
ECTOR,7775,18868,2967,7030,7036,565,1270,10676,1413,63,46,57,102,6511,12400,4448,2020,"$2,504,522",$322,August,2021
EDWARDS,118,279,36,95,98,11,39,187,8,2,0,1,1,80,190,63,26,"$32,928",$279,August,2021
ELLIS,5857,13762,2054,5052,5325,460,871,6720,3248,47,64,22,141,3520,4438,7760,1564,"$1,747,004",$298,August,2021
EL PASO,61062,135336,15891,46014,48907,5421,19103,84426,3313,516,379,321,393,45988,117087,8853,9396,"$17,563,016",$288,August,2021
ERATH,1208,2844,407,980,1120,113,224,1813,75,31,19,3,23,880,967,1497,380,"$351,831",$291,August,2021
FALLS,1241,2576,367,811,1016,118,264,881,911,4,4,6,41,729,558,1603,415,"$324,564",$262,August,2021
FANNIN,1605,3266,378,1015,1372,191,310,2106,351,30,9,2,66,702,368,2442,456,"$402,465",$251,August,2021
FAYETTE,815,1718,239,564,658,78,179,857,332,5,6,3,22,493,481,974,263,"$217,125",$266,August,2021
FISHER,186,390,47,113,181,21,28,246,36,1,0,0,2,105,148,196,46,"$49,769",$268,August,2021
FLOYD,375,942,89,359,379,34,81,560,41,0,0,2,0,339,717,150,75,"$112,840",$301,August,2021
FOARD,57,102,11,22,49,10,10,71,4,1,0,1,1,24,23,62,17,"$10,521",$185,August,2021
FORT BEND,23293,51649,6730,18239,18809,1552,6319,14842,17774,141,3858,137,445,14452,16502,28670,6477,"$6,831,892",$293,August,2021
FRANKLIN,501,1087,136,365,440,59,87,680,119,7,4,2,13,262,147,795,145,"$130,292",$260,August,2021
FREESTONE,1012,2154,290,696,869,100,199,1104,465,4,7,1,35,538,323,1539,292,"$273,022",$270,August,2021
FRIO,1429,3319,457,1131,1245,125,361,1970,32,6,6,38,2,1265,2753,221,345,"$427,971",$299,August,2021
GAINES,678,1627,239,602,586,56,144,1000,42,4,2,6,11,562,1062,389,176,"$209,609",$309,August,2021
GALVESTON,16204,33571,4267,11475,13726,1499,2604,14886,9632,116,338,46,366,8187,9280,20398,3893,"$4,522,010",$279,August,2021
GARZA,254,578,75,201,213,33,56,308,68,0,0,4,2,196,294,217,67,"$62,606",$246,August,2021
GILLESPIE,471,1029,158,330,385,36,120,728,5,5,4,6,3,278,470,440,119,"$120,753",$256,August,2021
GLASSCOCK,14,32,8,10,9,3,2,20,0,0,0,0,0,12,25,3,4,"$4,294",$307,August,2021
GOLIAD,367,786,91,259,321,34,81,448,61,6,6,1,8,256,410,278,98,"$99,116",$270,August,2021
GONZALES,1331,3036,445,1105,1135,107,244,1589,337,41,3,5,16,1045,1762,962,312,"$384,575",$289,August,2021
GRAY,1262,2742,334,888,1197,130,193,1730,138,24,10,3,25,812,879,1502,361,"$346,597",$275,August,2021
GRAYSON,5803,12600,1709,4253,5065,611,962,7541,1646,123,110,11,298,2871,2107,9017,1476,"$1,545,273",$266,August,2021
GREGG,8108,17005,2294,5792,6983,764,1172,6620,5698,61,66,16,235,4309,2757,12148,2100,"$2,177,013",$269,August,2021
GRIMES,1599,3370,419,1157,1325,158,311,1618,732,9,3,9,35,964,945,1939,486,"$425,318",$266,August,2021
GUADALUPE,5332,12170,1679,4244,4774,473,1000,6856,1026,37,59,44,95,4053,6620,4209,1341,"$1,572,496",$295,August,2021
HALE,1963,4685,621,1680,1811,169,404,2525,287,14,3,15,34,1807,3353,893,439,"$566,141",$288,August,2021
HALL,200,491,52,169,203,21,46,285,46,1,0,0,6,153,232,204,55,"$57,371",$287,August,2021
HAMILTON,352,746,90,218,317,50,71,559,9,9,2,1,7,159,91,547,108,"$84,269",$239,August,2021
HANSFORD,98,257,34,115,86,5,17,154,2,0,0,0,0,101,155,65,37,"$31,200",$318,August,2021
HARDEMAN,219,489,44,165,218,21,41,283,51,6,0,0,12,137,140,295,54,"$53,438",$244,August,2021
HARDIN,2828,6079,794,1926,2715,246,398,4123,810,23,6,2,62,1053,362,5052,665,"$787,520",$278,August,2021
HARRIS,266128,578950,88903,215925,207731,18522,47869,189686,187426,1674,15195,1104,3801,180064,243295,270249,65406,"$79,962,503",$300,August,2021
HARRISON,4006,8508,1095,2885,3490,420,618,3387,2849,11,26,7,100,2128,1025,6321,1162,"$1,078,924",$269,August,2021
HARTLEY,45,116,17,50,30,6,13,84,1,0,0,0,0,31,54,43,19,"$13,340",$296,August,2021
HASKELL,360,676,68,166,301,46,95,415,49,0,7,5,5,195,253,357,66,"$80,193",$223,August,2021
HAYS,5593,12875,1928,4694,5042,372,839,7860,1022,54,82,28,133,3696,7589,3734,1552,"$1,701,591",$304,August,2021
HEMPHILL,70,187,23,92,56,4,12,102,1,1,4,0,4,75,102,62,23,"$23,851",$341,August,2021
HENDERSON,5161,10518,1344,3090,4556,589,939,6967,1114,26,29,11,92,2279,1339,7863,1316,"$1,327,373",$257,August,2021
HIDALGO,82179,201508,29049,82571,62688,4940,22260,125790,798,254,305,293,88,73980,178375,5029,18104,"$27,180,270",$331,August,2021
HILL,1989,4113,502,1290,1709,249,363,2339,551,21,17,3,65,1117,904,2651,558,"$507,981",$255,August,2021
HOCKLEY,1191,2847,398,985,1167,101,196,1643,103,19,10,13,16,1043,1778,760,309,"$355,714",$299,August,2021
HOOD,1963,4287,533,1413,1816,206,319,3060,136,22,14,5,50,1000,793,2984,510,"$554,632",$283,August,2021
HOPKINS,1785,3716,499,1184,1497,178,358,2252,494,17,8,2,46,897,610,2634,472,"$459,885",$258,August,2021
HOUSTON,1655,3229,411,958,1377,185,298,1265,1182,11,4,1,43,723,353,2430,446,"$409,598",$247,August,2021
HOWARD,1614,3798,528,1327,1573,144,226,2335,308,25,19,8,28,1075,2007,1415,376,"$495,697",$307,August,2021
HUDSPETH,352,799,92,260,265,30,152,488,18,1,4,2,3,283,621,104,74,"$97,051",$276,August,2021
HUNT,4875,10221,1360,3304,4210,543,804,5614,1769,44,50,9,146,2589,1932,6934,1355,"$1,287,109",$264,August,2021
HUTCHINSON,886,2006,259,699,837,93,118,1381,108,15,5,2,21,474,582,1189,235,"$261,890",$296,August,2021
IRION,35,60,2,18,30,3,7,41,1,0,0,1,0,17,20,33,7,"$8,145",$233,August,2021
JACK,335,780,105,266,314,35,60,564,18,10,0,2,9,177,111,572,97,"$100,939",$301,August,2021
JACKSON,753,1692,254,567,654,64,153,896,266,6,12,1,21,490,745,756,191,"$215,014",$286,August,2021
JASPER,2666,5490,677,1669,2383,265,496,2840,1479,9,6,2,45,1109,342,4505,643,"$686,490",$257,August,2021
JEFF DAVIS,52,99,8,31,40,3,17,56,2,0,0,0,0,41,63,24,12,"$10,038",$193,August,2021
JEFFERSON,18719,38509,5447,12743,15609,1820,2890,9214,18913,91,613,35,260,9383,6726,27527,4256,"$5,152,075",$275,August,2021
JIM HOGG,545,1393,171,522,537,38,125,833,5,3,1,2,4,545,1199,52,142,"$177,253",$325,August,2021
JIM WELLS,3900,9177,1169,3251,3677,344,736,5365,80,14,12,14,19,3673,7551,761,865,"$1,173,548",$301,August,2021
JOHNSON,6153,13977,1931,4869,5536,617,1024,9116,879,62,90,68,163,3599,3687,8602,1688,"$1,786,008",$290,August,2021
JONES,775,1746,209,579,709,96,153,1086,114,13,11,2,11,509,645,904,197,"$204,012",$263,August,2021
KARNES,912,2063,294,681,823,90,175,1163,70,7,5,7,11,800,1503,331,229,"$275,774",$302,August,2021
KAUFMAN,5654,13972,1900,5606,5195,445,826,5946,4359,45,83,9,132,3398,2946,9438,1588,"$1,777,805",$314,August,2021
KENDALL,631,1387,191,489,523,42,142,880,30,6,11,2,9,449,616,571,200,"$176,793",$280,August,2021
KENEDY,14,34,5,13,13,0,3,17,0,0,0,0,0,17,29,2,3,"$3,856",$275,August,2021
KENT,28,65,10,18,24,6,7,42,1,0,0,0,0,22,20,37,8,"$5,954",$213,August,2021
KERR,1896,3918,547,1207,1593,190,381,2558,131,12,17,5,38,1157,1550,1881,487,"$492,579",$260,August,2021
KIMBLE,184,388,38,131,155,16,48,297,2,3,4,0,2,80,162,190,36,"$45,891",$249,August,2021
KING,2,5,0,2,2,0,1,5,0,0,0,0,0,0,0,5,0,$494,$247,August,2021
KINNEY,200,440,53,129,161,25,72,260,14,1,0,1,0,164,328,72,40,"$46,436",$232,August,2021
KLEBERG,2652,5820,762,1835,2521,233,469,3404,231,17,26,9,8,2125,4505,778,537,"$754,548",$285,August,2021
KNOX,191,439,60,149,174,19,37,227,53,2,1,0,9,147,207,173,59,"$52,910",$277,August,2021
LAMAR,3410,6886,886,2169,2835,392,604,3323,1803,62,19,6,104,1569,601,5371,914,"$862,570",$253,August,2021
LAMB,818,1816,206,621,711,89,189,1070,97,5,0,6,4,634,1232,379,205,"$227,074",$278,August,2021
LAMPASAS,999,2146,267,666,924,108,181,1463,80,14,20,13,35,521,607,1292,247,"$275,584",$276,August,2021
LA SALLE,574,1330,162,457,495,49,167,782,16,3,1,7,0,521,1119,84,127,"$162,746",$284,August,2021
LAVACA,819,1830,282,597,720,74,157,1043,262,2,4,2,36,481,648,941,241,"$229,198",$280,August,2021
LEE,754,1675,238,633,615,76,113,827,337,6,3,2,17,483,602,828,245,"$210,163",$279,August,2021
LEON,874,1839,244,600,720,101,174,1100,254,4,6,1,12,462,346,1213,280,"$230,172",$263,August,2021
LIBERTY,6520,15150,2291,6085,5332,558,884,8901,1521,35,37,12,105,4539,5595,7809,1746,"$2,031,879",$312,August,2021
LIMESTONE,1513,3180,409,1045,1321,151,254,1476,745,8,6,14,39,892,656,2058,466,"$396,394",$262,August,2021
LIPSCOMB,78,216,29,98,66,9,14,132,0,7,0,0,6,71,120,69,27,"$26,358",$338,August,2021
LIVE OAK,612,1384,194,432,585,52,121,953,16,6,6,1,3,399,839,411,134,"$167,015",$273,August,2021
LLANO,815,1680,205,494,671,94,216,1234,29,6,8,0,16,387,326,1092,262,"$206,987",$254,August,2021
LOVING,4,12,1,7,3,0,1,9,1,0,0,0,0,2,3,9,0,$859,$215,August,2021
LUBBOCK,15319,34967,4925,12024,14356,1356,2306,16551,5626,140,143,63,276,12168,18443,12551,3973,"$4,529,798",$296,August,2021
LYNN,318,761,86,276,300,37,62,400,29,1,1,3,4,323,541,146,74,"$95,677",$301,August,2021
MCCULLOCH,536,1107,133,339,432,58,145,758,26,4,2,4,6,307,413,541,153,"$126,178",$235,August,2021
MCLENNAN,13987,30265,4389,10335,12199,1275,2067,11694,8844,92,137,56,341,9101,8641,17349,4275,"$3,873,652",$277,August,2021
MCMULLEN,27,52,6,15,25,3,3,39,2,0,0,0,0,11,27,22,3,"$6,413",$238,August,2021
MADISON,770,1612,227,524,653,65,143,700,464,4,6,1,11,426,313,1053,246,"$213,725",$278,August,2021
MARION,931,1764,186,478,774,127,199,900,450,7,5,1,18,383,67,1456,241,"$215,103",$231,August,2021
MARTIN,188,520,72,223,178,14,33,334,15,5,0,1,6,159,357,104,59,"$70,873",$377,August,2021
MASON,119,237,26,71,82,7,51,159,2,0,1,1,1,73,114,91,32,"$25,512",$214,August,2021
MATAGORDA,2480,5536,841,1933,2102,210,450,2542,996,17,36,5,55,1885,2509,2309,718,"$726,594",$293,August,2021
MAVERICK,6491,15634,2039,5223,5292,533,2547,8292,50,194,49,44,11,6994,13753,458,1423,"$1,912,991",$295,August,2021
MEDINA,2462,5721,754,1952,2299,207,509,3703,108,27,6,21,24,1832,3899,1206,616,"$732,853",$298,August,2021
MENARD,106,233,21,77,97,12,26,160,9,1,0,0,3,60,103,104,26,"$24,557",$232,August,2021
MIDLAND,5099,12800,2223,4737,4767,343,730,7418,1631,56,178,31,93,3393,7305,4128,1367,"$1,681,626",$330,August,2021
MILAM,1633,3415,386,1098,1385,200,346,1849,628,11,3,6,32,886,1119,1856,440,"$422,603",$259,August,2021
MILLS,155,321,39,96,142,17,27,241,7,0,5,1,2,65,78,198,45,"$37,018",$239,August,2021
MITCHELL,375,886,117,309,344,36,80,533,75,1,1,2,20,254,375,409,102,"$113,746",$303,August,2021
MONTAGUE,920,1975,218,650,843,104,160,1479,29,7,3,1,22,434,266,1464,245,"$239,228",$260,August,2021
MONTGOMERY,19409,43901,6693,16088,16697,1491,2932,25059,5688,140,452,99,478,11985,14460,23981,5460,"$5,799,639",$299,August,2021
MOORE,584,1477,244,594,494,42,103,766,55,8,65,1,7,575,914,377,186,"$181,898",$311,August,2021
MORRIS,1073,2189,248,708,894,140,199,998,619,2,8,2,18,542,178,1705,306,"$273,682",$255,August,2021
MOTLEY,52,100,11,25,42,4,18,64,10,0,0,0,1,25,16,65,19,"$12,727",$245,August,2021
NACOGDOCHES,4004,8569,1233,2956,3439,344,597,3333,2792,19,30,12,74,2309,1742,5782,1045,"$1,074,037",$268,August,2021
NAVARRO,3271,7178,1033,2539,2781,303,522,3359,1536,28,17,78,93,2067,1934,4289,955,"$927,652",$284,August,2021
NEWTON,944,1873,194,540,848,114,177,927,538,6,2,0,17,383,74,1575,224,"$238,846",$253,August,2021
NOLAN,990,2202,272,770,891,93,176,1279,213,17,2,5,16,670,1011,962,229,"$275,379",$278,August,2021
NUECES,27067,57197,7445,18512,24256,2388,4596,35606,2841,133,225,106,228,18058,41945,9811,5441,"$7,676,679",$284,August,2021
OCHILTREE,246,570,65,236,200,15,54,373,8,2,1,1,0,185,314,180,76,"$70,578",$287,August,2021
OLDHAM,26,76,14,26,29,2,5,61,0,0,2,0,0,13,23,49,4,"$8,515",$328,August,2021
ORANGE,5301,11298,1551,3534,4974,528,711,6680,2184,49,42,9,119,2215,963,9057,1278,"$1,498,651",$283,August,2021
